email, movie, date, rating
26efb6796c93033ac614684040a284d49ad5aef0e93770959891a370dc16b434, "5e06b5de9119caa85069d622c0ec2f18e369c8b98432ab59cb4478b3cb34572f", 01/01/02, 3
3b969bead0b302201ab6344e030aa8b48035c19ca5935cedb3417f044be917bb, "12aa3c87a6813d04ab732e2643614c0f8f695ff1ed39a8d881edf77cc9eb3e88", 01/01/03, 3
103c7edb8d0e87a0bd315b24b4ada95e9c8c28a9a93cfbef66e06079665b48a6, "b946e11356e60f04067507c0c9f2c4acc2a851142020825d95836099bab3be6a", 01/01/04, 4
0acad289a75a29606a1bbce2b799c9efdc6c156f7d1147a0889551bf4114e032, "ae4d8b86c061ed53adea633c776c388b4f5e9a16a7a149829693b526fc736ae4", 01/01/05, 4
811ce9007a9612502690333875a5a8995ea0819fba79e90a6363fd54d8320790, "78c044e133c0862d761ac4702afb2ccef99949f8cd43de989aaff7859bbd6eac", 01/01/07, 4
893ef294d5ee6a48d480b337b387af4ec5e2da8192187780191fe081a11ac82e, "f4cbef62200ce76f4a9a9d99b7f3834aad3b4fde5f6d4bc4844404bcda2fbc94", 01/01/07, 2
f9134940977b463ec426dbdd200f88c803668ec501f89b314d48083e061a0296, "b31acb0e3337ccaa872f7993d834163c666a5de991d4b1f91f3cc4d3ce8efe91", 01/01/07, 3
96bde5181927a9945a6cba23da39e288482dcb0e2d33cde1da42cebab8db2135, "d5c6424f736b8fedc8db744eaab9078bb31ab9827c3f4f1681b571548a9298ab", 01/01/09, 5
8a6df8e0a10201c6e47d5028dc7b0c0ad726ce0d17a9579826ac49882a1b9d83, "12ddce0dad891156583001c9519778305425edef89d595822773cc188e9569ad", 01/01/09, 2
c286649721e4d4399723c107092cf293559f14563469cf7525e7328998b051d7, "bc033f6c28516fb5784f7edc3530bf1f03d09b70d9c812e483ec044cc1d8120e", 01/01/11, 5
d6936a8d5fee0d99751490b1f314415dfde67f2fec24b6b6a25d0db66c504926, "40e82151c661eb2a6a02919acebc9b71f018a47940ae4352b3b99c90589c959f", 01/01/12, 5
fdf992cde0cde32dde3a14b2ff52abebe89cd6d75d6d86c1a402f2de5dbcea82, "ed7fe9563e0208c7f2869656b60daef4a135932a22960ec0c3f2bffd0b4fcfbd", 01/01/12, 5
834db0ee152457f80eca6ae8fec20bc9f2e55a836824cb688db50a554c160813, "380d9420796271882bd48ecd76514b7df2666b5b9e68c9d7e3bc2cdefed61279", 01/01/13, 5
59b36cfef447ae724dc57d60b6b8ec636080d069ec2b80dbd7a3a622dfc1ff21, "dd1528326b99d3ca4f8c5378b0916db7ac6adda1bdc04b96dc24d05dbe71083d", 01/02/00, 3
1b1d52cf5fbd1e0c7eeffcfdcc668394deee2bc3e8fd43697911bfc5875b1c28, "2b05441ec8b99c629cb720ddd53c63a511eeaf064a97771e34e293ce75874dbd", 01/02/12, 5
cf15e9962b5971c6bb3bf52b01ad557905fe12ba078b7b04bdb909a1967fd711, "40e82151c661eb2a6a02919acebc9b71f018a47940ae4352b3b99c90589c959f", 01/02/12, 4
6c675260af5df3bf8cd0c30e5a33224ea33441743e25c83fd2b4fb612486e0fa, "ae4d8b86c061ed53adea633c776c388b4f5e9a16a7a149829693b526fc736ae4", 01/02/13, 1
49691d35a83dcb52177e5eb92a57360cdd0f2992476278cea0dd97c87df84aa8, "d5c6424f736b8fedc8db744eaab9078bb31ab9827c3f4f1681b571548a9298ab", 01/02/16, 2
e5144ddc1dc2dfcc4dd52547e6c3d024f3ff73b5d562d0dd48222d16162043b5, "e698a870cdb95a5e2277b9ac194d3fda59fda139f3a1cf7c1e6c51695786df2d", 01/03/02, 5
3b19ca43517a1b3f186d586ae3b5c545a82ea0bf38adf78404a3d952917e3b10, "12aa3c87a6813d04ab732e2643614c0f8f695ff1ed39a8d881edf77cc9eb3e88", 01/03/04, 5
64576b9e514547e29466f68bd50f5a5f08e3e0fb1d2b36fb3aa055d5d994aa5b, "187139452897df336aa1364dbb63ac45cf282d125394dcca518e58d999eae7eb", 01/03/05, 2
a29b386984695c73e4c05ffa7981c6aafb67f19a284d93a2718ca437ead17827, "a13e07576aac0f26d5d69945a6a23ca1dcbe152b22e3d04caee7ebcad60c45fd", 01/03/06, 1
